CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,-0.11,-0.36,0.38,-0.001,0.03,-0.013,,
0.0883,-0.31,-0.22,0.55,-0.01,0.017,-0.01,,
0.0892,-0.49,0.27,0.45,-0.029,0.017,-0.01,,
0.09,-0.53,0.65,0.7,-0.038,0.038,-0.014,,
0.0908,0.02,0.63,0.94,-0.043,0.065,-0.015,,
0.0917,0.5,0.42,0.89,-0.043,0.079,-0.013,,
0.0925,0.59,0.11,0.84,-0.041,0.073,-0.012,,
0.0933,0.25,0.02,0.95,-0.035,0.057,-0.012,,
0.0942,-0.2,-0.03,1.01,-0.027,0.038,-0.012,,
0.095,-0.42,-0.03,0.98,-0.02,0.028,-0.015,,
0.0958,-0.4,0.02,0.84,-0.018,0.028,-0.015,,
0.0967,-0.26,0.11,0.61,-0.021,0.028,-0.014,,
0.0975,-0.16,0.18,0.61,-0.022,0.032,-0.014,,
0.0983,-0.12,0.28,0.58,-0.028,0.032,-0.013,,
0.0992,0.16,0.14,0.54,-0.026,0.028,-0.007,,
0.1,0.04,0.03,0.81,-0.019,0.017,-0.006,,
0.1008,-0.17,-0.1,0.95,-0.01,0.003,-0.005,,
0.1017,-0.2,-0.22,0.88,-0.008,-0.007,-0.003,,
0.1025,-0.12,-0.14,0.86,-0.013,-0.012,-0.005,,
0.1033,-0.15,0.04,0.85,-0.022,-0.022,-0.005,,
0.1042,-0.21,0.16,0.93,-0.025,-0.027,-0.004,,
0.105,-0.19,0.21,0.94,-0.026,-0.029,-0.006,,
0.1058,-0.1,0.03,1.19,-0.014,-0.022,-0.003,,
0.1067,0.11,-0.3,1.44,0,-0.008,-0.003,,
0.1075,0.5,-0.39,1.54,0.003,0.009,-0.002,,
0.1083,0.66,-0.25,1.48,-0.005,0.014,-0.005,,
0.1092,0.36,0.04,1.21,-0.013,-0.002,-0.008,,
0.11,-0.07,-0.03,1.23,-0.006,-0.025,-0.008,,
0.1108,-0.46,-0.22,1.27,0.004,-0.041,-0.008,,
0.1117,-0.5,-0.48,1.15,0.015,-0.039,-0.002,,
0.1125,-0.16,-0.6,0.88,0.012,-0.021,0.001,,
0.1133,0.24,-0.27,0.37,-0.012,0,0.002,,
0.1142,0.53,0.25,0.04,-0.04,0.011,0.004,,
0.115,0.51,0.59,0.11,-0.056,0.006,0.003,,
0.1158,0.07,0.56,0.57,-0.05,-0.014,0.003,,
0.1167,-0.48,0.14,1.04,-0.029,-0.038,0.002,,
0.1175,-0.73,-0.21,1.29,-0.011,-0.051,0.005,,
0.1183,-0.62,-0.25,1.1,-0.006,-0.051,0.006,,
0.1192,-0.34,-0.18,0.65,-0.006,-0.053,0.006,,
0.12,-0.21,-0.22,0.14,-0.009,-0.059,0.007,,
0.1208,-0.34,-0.32,-0.19,-0.012,-0.067,0.006,,
0.1217,-0.33,-0.28,-0.46,-0.019,-0.065,0.007,,
0.1225,-0.14,-0.07,-0.1,-0.027,-0.054,0.009,,
0.1233,-0.06,0.09,0.25,-0.034,-0.046,0.006,,
0.1242,0.03,0.39,0.74,-0.064,-0.036,0.002,,
0.125,-0.03,0.77,0.28,-0.076,-0.043,0.004,,
0.1258,-0.04,0.82,0.12,-0.072,-0.053,0.004,,
0.1267,0.03,0.56,0,-0.05,-0.058,0.005,,
0.1275,0.1,0.07,-0.06,-0.02,-0.058,0.005,,
0.1283,0.27,-0.49,0.14,0.005,-0.052,0.007,,
0.1292,0.34,-0.79,0.1,0.015,-0.051,0.006,,
0.13,0.11,-0.6,-0.11,0.005,-0.069,0.005,,
0.1308,-0.25,-0.25,-0.14,-0.015,-0.089,0.004,,
0.1317,-0.44,0.01,0.13,-0.031,-0.105,0.006,,
0.1325,-0.49,0.15,0.52,-0.038,-0.106,0.01,,
0.1333,-0.33,0.16,0.85,-0.039,-0.097,0.012,,
0.1342,-0.11,0.14,0.83,-0.04,-0.086,0.011,,
0.135,-0.02,0.23,0.69,-0.043,-0.086,0.012,,
0.1358,0.01,0.29,0.36,-0.048,-0.088,0.011,,
0.1367,0.06,0.27,0.1,-0.044,-0.097,0.01,,
0.1375,-0.12,0.03,0.36,-0.032,-0.102,0.007,,
0.1383,-0.36,-0.18,0.95,-0.017,-0.104,0.005,,
0.1392,-0.39,-0.29,1.23,-0.004,-0.093,0.008,,
0.14,-0.22,-0.27,1.43,0.001,-0.077,0.009,,
0.1408,0,-0.39,1.41,0.002,-0.066,0.006,,
0.1417,0.18,-0.35,0.78,-0.01,-0.063,0.003,,
0.1425,0.04,-0.19,0.53,-0.027,-0.069,0.004,,
0.1433,-0.14,0,0.6,-0.043,-0.08,0.002,,
0.1442,-0.28,0.19,0.69,-0.055,-0.087,0.002,,
0.145,-0.17,0.22,1,-0.06,-0.088,0.003,,
0.1458,-0.17,0.29,1.09,-0.07,-0.084,0.002,,
0.1467,-0.06,0.57,1.15,-0.08,-0.082,0.002,,
0.1475,0,0.81,1.1,-0.086,-0.075,0.001,,
0.1483,-0.02,0.74,1.06,-0.071,-0.071,0.006,,
0.1492,-0.01,0.47,1.13,-0.045,-0.066,0.008,,
0.15,-0.09,0.18,1.17,-0.025,-0.06,0.004,,
0.1508,-0.09,-0.11,1.23,-0.012,-0.058,0.001,,
0.1517,-0.07,-0.22,0.84,-0.011,-0.054,0,,
0.1525,0.23,-0.55,0.16,-0.004,-0.044,-0.003,,
0.1533,0.32,-0.6,0.02,-0.001,-0.028,0.002,,
0.1542,0.31,-0.31,0.29,-0.008,-0.012,0.002,,
0.155,0.49,0.06,0.6,-0.022,0.002,0,,
0.1558,0.22,0.38,0.37,-0.032,0.002,0.004,,
0.1567,-0.27,0.43,0.15,-0.041,-0.015,-0.001,,
0.1575,-0.5,0.44,0.37,-0.042,-0.025,-0.004,,
0.1583,-0.68,0.32,0.39,-0.038,-0.033,-0.003,,
0.1592,-0.44,0.03,0.33,-0.029,-0.026,-0.006,,
0.16,-0.09,-0.15,0.02,-0.015,-0.009,-0.007,,
0.1608,-0.01,-0.38,-0.1,0,-0.001,-0.005,,
0.1617,-0.05,-0.41,0.13,0.008,-0.001,-0.007,,
0.1625,-0.29,-0.3,0.21,0.003,-0.01,-0.01,,
0.1633,-0.51,-0.11,0.17,-0.007,-0.023,-0.008,,
0.1642,-0.73,0.13,0.34,-0.024,-0.033,-0.012,,
0.165,-0.63,0.41,0.58,-0.034,-0.028,-0.008,,
0.1658,-0.29,0.48,0.73,-0.043,-0.008,-0.01,,
0.1667,-0.12,0.46,1.14,-0.046,0.013,-0.011,,
0.1675,0.2,0.56,1.04,-0.045,0.039,-0.011,,
0.1683,0.58,0.21,0.55,-0.028,0.062,-0.015,,
0.1692,0.72,-0.38,0.4,0.002,0.067,-0.011,,
0.17,0.42,-0.62,0.04,0.02,0.055,-0.015,,
0.1708,-0.09,-0.53,-0.47,0.021,0.033,-0.019,,
0.1717,-0.38,-0.35,-0.53,0.012,0.011,-0.018,,
0.1725,-0.36,-0.24,-0.15,0.005,0.003,-0.014,,
0.1733,-0.2,0.01,0.37,-0.008,0.007,-0.014,,
0.1742,-0.03,0.43,0.87,-0.029,0.022,-0.012,,
0.175,0.23,0.71,0.95,-0.045,0.04,-0.01,,
0.1758,0.43,0.62,0.83,-0.043,0.05,-0.009,,
0.1767,0.31,0.28,0.3,-0.028,0.046,-0.006,,
0.1775,-0.06,-0.25,-0.12,-0.009,0.031,-0.011,,
0.1783,-0.25,-0.54,-0.1,0.006,0.022,-0.009,,
0.1792,-0.1,-0.42,0.04,0.002,0.024,-0.008,,
0.18,0.08,0,0.18,-0.014,0.028,-0.007,,
0.1808,0.03,0.45,0.38,-0.03,0.027,-0.007,,
0.1817,-0.11,0.55,0.46,-0.035,0.027,-0.006,,
0.1825,-0.09,0.27,0.82,-0.026,0.028,-0.008,,
0.1833,-0.14,-0.07,1.04,-0.014,0.029,-0.008,,
0.1842,-0.18,-0.14,0.97,-0.011,0.031,-0.01,,
0.185,-0.16,0.05,0.78,-0.017,0.03,-0.011,,
0.1858,-0.1,0.13,0.6,-0.024,0.027,-0.01,,
0.1867,0,0.14,0.76,-0.027,0.026,-0.009,,
0.1875,-0.09,0.2,0.79,-0.027,0.024,-0.009,,
0.1883,-0.15,0.18,0.9,-0.023,0.024,-0.008,,
0.1892,-0.11,0.17,0.74,-0.022,0.026,-0.007,,
0.19,0.07,0.02,1.03,-0.004,0.029,-0.005,,
0.1908,0.21,-0.3,1.02,0.002,0.023,-0.004,,
0.1917,0.21,-0.39,0.8,-0.002,0.009,-0.004,,
0.1925,0.05,-0.21,0.86,-0.01,-0.004,-0.001,,
0.1933,-0.08,-0.02,1.02,-0.018,-0.015,0,,
0.1942,-0.2,0.18,1.17,-0.02,-0.013,-0.001,,
0.195,-0.08,0.21,1.21,-0.023,-0.008,-0.001,,
0.1958,0.02,0.22,1.23,-0.022,-0.004,-0.001,,
0.1967,0.13,0.07,1.36,-0.018,0,-0.003,,
0.1975,0.25,-0.02,1.45,-0.016,0.002,-0.004,,
0.1983,0.21,-0.06,1.22,-0.012,-0.002,-0.002,,
0.1992,0.08,-0.11,1.15,0,-0.005,-0.003,,
0.2,-0.03,-0.25,1.33,0.015,-0.004,-0.004,,
0.2008,-0.15,-0.46,1.01,0.025,-0.002,-0.003,,
0.2017,-0.26,-0.48,0.33,0.03,0.007,-0.003,,
0.2025,-0.02,-0.58,0.14,0.028,0.019,-0.002,,
0.2033,0.34,-0.5,-0.03,0.007,0.019,0.001,,
0.2042,0.24,-0.1,0.01,-0.012,0.015,0.003,,
0.205,0.16,0.19,0.42,-0.027,0.005,0.004,,
0.2058,-0.03,0.38,0.76,-0.033,-0.006,0.006,,
0.2067,-0.34,0.34,0.93,-0.023,-0.014,0.006,,
0.2075,-0.47,0.14,0.89,-0.011,-0.02,0.005,,
0.2083,-0.54,-0.18,0.58,0,-0.023,0.006,,
0.2092,-0.44,-0.45,0.17,0.003,-0.021,0.007,,
0.21,-0.18,-0.42,-0.04,-0.003,-0.02,0.008,,
0.2108,-0.06,-0.26,0.05,-0.011,-0.017,0.01,,
0.2117,0.06,-0.02,0.23,-0.022,-0.016,0.01,,
0.2125,0.03,0.23,0.58,-0.032,-0.022,0.007,,
0.2133,-0.14,0.3,0.7,-0.037,-0.028,0.007,,
0.2142,-0.27,0.31,0.74,-0.039,-0.03,0.006,,
0.215,-0.25,0.17,0.64,-0.036,-0.03,0.002,,
0.2158,-0.09,0.05,0.3,-0.043,-0.025,0.001,,
0.2167,0.04,0.24,0.11,-0.049,-0.016,0.003,,
0.2175,0.2,0.38,0.35,-0.045,-0.004,0,,
0.2183,0.44,0.37,0.36,-0.029,0,0.002,,
0.2192,0.47,0.15,0.16,-0.009,-0.004,0.004,,
0.22,0.39,-0.15,0.14,0.008,-0.014,0.001,,
0.2208,0.26,-0.48,-0.01,0.015,-0.03,0.004,,
0.2217,0.03,-0.55,-0.08,0.01,-0.043,0.005,,
0.2225,-0.03,-0.49,0.07,0.001,-0.05,0.003,,
0.2233,-0.07,-0.32,0.28,-0.015,-0.058,0.006,,
0.2242,-0.19,0,0.49,-0.033,-0.059,0.007,,
0.225,-0.2,0.32,0.79,-0.04,-0.056,0.007,,
0.2258,-0.14,0.37,0.91,-0.04,-0.046,0.011,,
0.2267,0.04,0.25,1.01,-0.037,-0.035,0.012,,
0.2275,0.15,0.12,0.92,-0.032,-0.027,0.01,,
0.2283,0.22,0.12,0.71,-0.023,-0.026,0.01,,
0.2292,0.12,-0.04,0.74,-0.005,-0.031,0.012,,
0.23,-0.05,-0.34,0.69,0.02,-0.036,0.015,,
0.2308,-0.02,-0.63,0.85,0.029,-0.035,0.01,,
0.2317,0.02,-0.7,0.89,0.02,-0.034,0.002,,
0.2325,-0.07,-0.4,0.8,-0.003,-0.041,-0.003,,
0.2333,-0.14,-0.02,0.58,-0.025,-0.047,0.001,,
0.2342,-0.16,0.32,0.62,-0.039,-0.047,0.003,,
0.235,-0.03,0.28,0.88,-0.049,-0.037,0.001,,
0.2358,0.1,0.35,1.08,-0.063,-0.024,-0.001,,
0.2367,0.26,0.64,0.86,-0.07,-0.015,-0.001,,
0.2375,0.37,0.72,0.77,-0.064,-0.013,0.004,,
0.2383,0.31,0.5,0.75,-0.048,-0.017,0.005,,
0.2392,0.12,0.2,0.52,-0.029,-0.023,0.002,,
0.24,-0.08,-0.3,0.65,-0.012,-0.027,-0.002,,
0.2408,-0.17,-0.43,0.95,0.003,-0.024,-0.001,,
0.2417,-0.12,-0.45,1.1,0.008,-0.014,-0.003,,
0.2425,0.14,-0.21,1.08,-0.004,0.007,0,,
0.2433,0.41,0.18,0.99,-0.026,0.028,0.002,,
0.2442,0.52,0.55,1.04,-0.043,0.039,-0.002,,
0.245,0.33,0.71,0.8,-0.048,0.038,0,,
0.2458,0.12,0.39,0.43,-0.035,0.032,0.001,,
0.2467,0.01,-0.05,0.38,-0.014,0.029,-0.003,,
0.2475,-0.09,-0.24,0.32,0.003,0.026,-0.002,,
0.2483,-0.13,-0.34,0.07,0.018,0.022,-0.001,,
0.2492,-0.12,-0.44,-0.25,0.025,0.018,-0.004,,
0.25,-0.1,-0.54,-0.37,0.028,0.015,-0.001,,
0.2508,-0.31,-0.41,-0.39,0.025,0.011,-0.003,,
0.2517,-0.42,-0.18,-0.08,0.013,0.008,-0.007,,
0.2525,-0.48,0.05,0.25,0.003,0.01,-0.004,,
0.2533,-0.37,0.05,0.56,-0.004,0.016,-0.006,,
0.2542,-0.2,0.2,0.75,-0.014,0.028,-0.01,,
0.255,-0.07,0.38,0.45,-0.025,0.038,-0.008,,
0.2558,0.1,0.3,0.37,-0.028,0.044,-0.012,,
0.2567,0.09,0.1,0.67,-0.023,0.046,-0.018,,
0.2575,-0.09,0.15,0.74,-0.022,0.048,-0.019,,
0.2583,-0.03,0.33,0.52,-0.021,0.062,-0.02,,
0.2592,0.27,0.23,0.57,-0.006,0.079,-0.021,,
0.26,0.51,-0.13,0.6,0.025,0.094,-0.018,,
0.2608,0.46,-0.69,0.24,0.056,0.097,-0.019,,
0.2617,0.45,-1.24,0.03,0.074,0.097,-0.021,,
0.2625,0.48,-1.16,0.03,0.064,0.096,-0.016,,
0.2633,0.39,-0.39,-0.26,0.027,0.086,-0.014,,
0.2642,0.15,0.41,-0.33,-0.016,0.064,-0.015,,
0.265,-0.25,0.85,0.1,-0.045,0.042,-0.013,,
0.2658,-0.51,1.06,0.3,-0.06,0.034,-0.009,,
0.2667,-0.3,0.89,0.52,-0.06,0.044,-0.005,,
0.2675,0.06,0.67,0.65,-0.048,0.06,-0.004,,
0.2683,0.31,0.34,0.3,-0.026,0.068,-0.003,,
0.2692,0.4,-0.26,0.12,0.003,0.066,-0.003,,
0.27,0.32,-0.75,0.13,0.03,0.061,-0.007,,
0.2708,0.08,-0.92,0.28,0.044,0.052,-0.01,,
0.2717,-0.24,-0.72,0.5,0.04,0.043,-0.012,,
0.2725,-0.37,-0.23,0.7,0.021,0.041,-0.014,,
0.2733,-0.3,0.26,0.74,-0.007,0.048,-0.013,,
0.2742,0.01,0.62,0.78,-0.032,0.064,-0.013,,
0.275,0.36,0.77,0.7,-0.05,0.081,-0.012,,
0.2758,0.51,0.63,0.73,-0.05,0.088,-0.012,,
0.2767,0.41,0.41,0.83,-0.046,0.083,-0.012,,
0.2775,0.3,0.26,0.86,-0.035,0.077,-0.012,,
0.2783,0.15,0.13,0.83,-0.023,0.064,-0.01,,
0.2792,0.11,-0.16,0.93,-0.003,0.052,-0.009,,
0.28,0.08,-0.29,1.08,0.009,0.04,-0.007,,
0.2808,0,-0.28,1.05,0.015,0.024,-0.006,,
0.2817,-0.07,-0.32,1.24,0.017,0.008,-0.003,,
0.2825,-0.24,-0.29,1.3,0.016,-0.005,-0.003,,
0.2833,-0.24,-0.21,1.39,0.005,-0.009,-0.002,,
0.2842,-0.09,0.02,1.51,-0.007,-0.002,-0.001,,
0.285,-0.02,0.25,1.34,-0.015,0.002,0.001,,
0.2858,0.23,0.1,1.41,-0.012,0.012,-0.001,,
0.2867,0.26,-0.01,1.25,-0.007,0.014,0,,
0.2875,0.08,-0.14,0.96,-0.005,0.01,0,,
0.2883,0,-0.11,0.99,-0.006,0.007,-0.007,,
0.2892,-0.07,0.08,0.84,-0.007,0.004,-0.006,,
0.29,-0.17,0.11,0.46,-0.002,0.001,-0.004,,
0.2908,-0.13,-0.16,0.26,0.014,0.007,-0.006,,
0.2917,0,-0.53,0.03,0.033,0.019,-0.002,,
0.2925,0.19,-0.89,0.01,0.045,0.033,0,,
0.2933,0.37,-0.82,0.25,0.036,0.041,-0.004,,
0.2942,0.29,-0.32,0.21,0.012,0.034,0,,
0.295,0,0.22,0.3,-0.018,0.017,0.005,,
0.2958,-0.23,0.53,0.76,-0.036,0,0.004,,
0.2967,-0.43,0.58,1.08,-0.041,-0.012,0.007,,
0.2975,-0.46,0.42,1.11,-0.034,-0.016,0.006,,
0.2983,-0.37,0.18,0.97,-0.023,-0.019,0.005,,
0.2992,-0.28,-0.15,0.58,-0.009,-0.023,0.008,,
0.3,-0.17,-0.43,0.12,-0.001,-0.025,0.009,,
0.3008,-0.11,-0.45,0.01,0,-0.023,0.008,,
0.3017,0,-0.33,0.22,0.001,-0.017,0.008,,
0.3025,0.13,-0.19,0.46,0.001,-0.011,0.006,,
0.3033,0.09,-0.08,0.55,-0.003,-0.019,0.003,,
0.3042,-0.21,0.03,0.12,-0.024,-0.041,0.004,,
0.305,-0.42,0.23,0.17,-0.033,-0.046,0.003,,
0.3058,-0.21,0.33,0.37,-0.029,-0.035,0.001,,
0.3067,0.24,0.05,0.42,-0.023,-0.019,0.003,,
0.3075,0.45,-0.07,0.3,-0.021,-0.011,0.002,,
0.3083,0.49,-0.03,0.22,-0.017,-0.007,0.003,,
0.3092,0.4,-0.04,0.39,-0.02,-0.014,0.004,,
0.31,0.23,0.01,0.41,-0.016,-0.022,0.003,,
0.3108,0.24,-0.19,0.61,-0.007,-0.029,0.004,,
0.3117,0.14,-0.31,0.63,-0.009,-0.044,0.005,,
0.3125,-0.14,-0.2,0.6,-0.008,-0.06,0.005,,
0.3133,-0.23,-0.12,0.74,-0.015,-0.073,0.004,,
0.3142,-0.43,-0.1,0.82,-0.025,-0.079,0.008,,
0.315,-0.37,0.03,1.11,-0.039,-0.077,0.007,,
0.3158,-0.19,0.25,1.02,-0.052,-0.069,0.006,,
0.3167,-0.17,0.52,0.89,-0.051,-0.06,0.009,,
0.3175,0.01,0.47,0.79,-0.038,-0.051,0.013,,
0.3183,0.02,0.25,0.47,-0.019,-0.052,0.012,,
0.3192,-0.06,-0.1,0.04,-0.001,-0.054,0.011,,
0.32,-0.15,-0.42,-0.02,0.013,-0.061,0.011,,
0.3208,-0.3,-0.67,0.31,0.012,-0.07,0.005,,
0.3217,-0.24,-0.59,0.69,-0.004,-0.067,0,,
0.3225,0.08,-0.19,0.9,-0.024,-0.057,-0.001,,
0.3233,0.18,0.2,0.84,-0.034,-0.049,0,,
0.3242,0.06,0.4,0.89,-0.031,-0.046,0.005,,
0.325,0.01,0.25,1.08,-0.027,-0.049,0.006,,
0.3258,0.04,0,1.12,-0.033,-0.047,0.002,,
0.3267,0.23,0.15,0.83,-0.048,-0.042,0.004,,
0.3275,0.37,0.28,0.58,-0.058,-0.037,0.002,,
0.3283,0.29,0.27,0.88,-0.06,-0.036,0,,
0.3292,0.19,0.32,1.09,-0.064,-0.043,0.002,,
0.33,-0.11,0.41,1.12,-0.066,-0.05,0.001,,
0.3308,-0.28,0.37,1.35,-0.056,-0.049,-0.002,,
0.3317,-0.41,0.2,1.59,-0.038,-0.05,-0.001,,
0.3325,-0.39,0.17,1.86,-0.032,-0.041,-0.001,,
0.3333,-0.13,0.29,1.69,-0.034,-0.027,-0.002,,
0.3342,-0.06,0.32,1.18,-0.036,-0.012,-0.001,,
0.335,0.18,0.08,0.78,-0.027,0,-0.002,,
0.3358,0.36,-0.06,0.16,-0.019,0.011,0.002,,
0.3367,0.14,-0.14,-0.06,-0.007,0.012,0.003,,
0.3375,0.09,-0.26,-0.18,0.004,0.011,0.001,,
0.3383,0.11,-0.42,-0.36,0.013,0.012,-0.002,,
0.3392,-0.01,-0.44,-0.62,0.015,0.001,0.002,,
0.34,-0.27,-0.27,-0.27,0.011,-0.025,0,,
0.3408,-0.52,-0.09,-0.25,0.002,-0.039,-0.003,,
0.3417,-0.75,-0.09,-0.41,-0.005,-0.04,-0.003,,
