CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0875,-0.55,0,0.31,-0.007,-0.02,-0.007,,
0.0883,-0.39,-0.11,0.4,-0.002,-0.017,-0.006,,
0.0892,-0.21,-0.13,0.44,0.004,-0.01,-0.004,,
0.09,-0.17,-0.09,0.57,0.006,-0.007,-0.005,,
0.0908,-0.21,-0.15,0.57,0.009,-0.007,-0.002,,
0.0917,-0.14,-0.16,0.79,0.012,-0.006,-0.003,,
0.0925,-0.08,-0.23,0.81,0.011,-0.001,-0.004,,
0.0933,0.05,-0.13,0.92,0.004,0.003,-0.006,,
0.0942,0.1,0,0.98,-0.004,0.005,-0.007,,
0.095,0.16,0.12,1.26,-0.008,0.005,-0.006,,
0.0958,0.1,0.07,1.37,-0.006,0.004,-0.004,,
0.0967,-0.01,0.09,1.24,-0.003,0.002,-0.006,,
0.0975,0.13,-0.04,1.21,-0.001,0.008,-0.008,,
0.0983,0.32,-0.15,1.54,0.005,0.013,-0.005,,
0.0992,0.36,-0.19,1.41,0.013,0.014,-0.006,,
0.1,0.41,-0.19,1.46,0.013,0.012,-0.006,,
0.1008,0.22,-0.28,1.28,0.021,0.001,-0.004,,
0.1017,-0.17,-0.21,0.65,0.023,-0.015,-0.002,,
0.1025,-0.18,-0.48,0.68,0.03,-0.022,0,,
0.1033,-0.15,-0.66,0.53,0.029,-0.02,0,,
0.1042,-0.15,-0.32,0.07,0.011,-0.021,-0.001,,
0.105,-0.16,0.05,0.01,-0.012,-0.026,0.003,,
0.1058,-0.24,0.22,0.3,-0.02,-0.028,0.006,,
0.1067,-0.27,0.4,0.11,-0.028,-0.024,0.007,,
0.1075,-0.14,0.38,0.17,-0.024,-0.022,0.008,,
0.1083,-0.19,0.15,0.23,-0.014,-0.026,0.011,,
0.1092,-0.19,-0.21,0.46,0.007,-0.028,0.011,,
0.11,-0.2,-0.46,0.41,0.013,-0.028,0.006,,
0.1108,0,-0.4,0.41,0.012,-0.027,0.007,,
0.1117,0.14,-0.17,0.46,0.009,-0.023,0.007,,
0.1125,0,-0.17,0.58,0.006,-0.027,0.004,,
0.1133,-0.01,-0.15,0.82,0.009,-0.027,0.007,,
0.1142,-0.01,0,0.64,0,-0.021,0.009,,
0.115,0.06,0.13,0.43,-0.014,-0.02,0.004,,
0.1158,0.18,0.15,0.43,-0.022,-0.019,0.007,,
0.1167,0.22,0.1,0.28,-0.024,-0.016,0.008,,
0.1175,0.19,0.11,0.21,-0.029,-0.017,0.001,,
0.1183,0.07,0.31,0.18,-0.028,-0.022,0.003,,
0.1192,-0.07,0.14,0.4,-0.017,-0.024,0.004,,
0.12,-0.2,-0.14,0.58,0,-0.032,-0.002,,
0.1208,-0.09,-0.39,0.12,0.012,-0.033,0.001,,
0.1217,-0.12,-0.51,-0.01,0.014,-0.039,0.003,,
0.1225,-0.05,-0.41,-0.14,0.013,-0.038,0.003,,
0.1233,-0.03,-0.2,0.14,0.004,-0.036,0.006,,
0.1242,-0.04,-0.27,0.56,0.002,-0.031,0.008,,
0.125,-0.04,-0.1,1.26,-0.013,-0.026,0,,
0.1258,-0.06,0.49,1.4,-0.033,-0.009,0.002,,
0.1267,0.21,0.74,1.77,-0.047,0.007,0.002,,
0.1275,0.37,0.72,1.88,-0.043,0.011,0,,
0.1283,0.25,0.42,1.96,-0.026,0.006,-0.002,,
0.1292,0.03,-0.34,1.59,0.003,-0.009,-0.001,,
0.13,-0.06,-1.01,0.8,0.028,-0.025,-0.002,,
0.1308,-0.19,-1.12,0.2,0.035,-0.039,0.003,,
0.1317,-0.13,-0.73,-0.33,0.018,-0.045,0.01,,
0.1325,0.05,0.02,-0.34,-0.012,-0.039,0.003,,
0.1333,0.06,0.58,-0.02,-0.034,-0.033,0.003,,
0.1342,0,0.72,0.56,-0.044,-0.023,0.004,,
0.135,0,0.72,0.93,-0.043,-0.014,-0.001,,
0.1358,-0.03,0.57,1.19,-0.029,-0.001,-0.003,,
0.1367,0.13,0.06,1.12,-0.011,0.012,-0.004,,
0.1375,0.47,-0.41,0.47,0.006,0.023,-0.008,,
0.1383,0.63,-0.68,0.33,0.022,0.028,-0.007,,
0.1392,0.55,-0.75,0.34,0.026,0.025,-0.004,,
0.14,0.31,-0.5,0.59,0.022,0.024,-0.007,,
0.1408,0.23,-0.27,0.97,0.012,0.027,-0.005,,
0.1417,0.09,0.17,1.1,-0.008,0.031,-0.004,,
0.1425,0.02,0.56,1.09,-0.021,0.042,-0.005,,
0.1433,0.18,0.59,1.19,-0.023,0.048,-0.008,,
0.1442,0.25,0.23,0.85,-0.012,0.047,-0.006,,
0.145,0.17,-0.15,0.32,-0.003,0.044,-0.008,,
0.1458,0.04,-0.32,0.01,0,0.043,-0.009,,
0.1467,0.06,-0.28,-0.29,-0.001,0.042,-0.009,,
0.1475,-0.13,-0.06,0.01,-0.007,0.033,-0.008,,
0.1483,-0.31,-0.11,0.5,-0.009,0.032,-0.007,,
0.1492,-0.26,0.22,0.05,-0.024,0.029,-0.01,,
0.15,-0.38,0.44,0,-0.028,0.032,-0.008,,
0.1508,-0.25,0.25,0.38,-0.029,0.038,-0.004,,
0.1517,-0.17,0.42,0.26,-0.026,0.048,-0.012,,
0.1525,-0.11,0.26,0.27,-0.013,0.064,-0.013,,
0.1533,0.25,-0.16,0.45,0.002,0.075,-0.016,,
0.1542,0.37,-0.3,0.52,0.004,0.079,-0.015,,
0.155,0.21,-0.2,0.41,0,0.075,-0.011,,
0.1558,0.14,0.08,0.2,-0.006,0.072,-0.012,,
0.1567,0.25,0.13,-0.03,-0.003,0.067,-0.013,,
0.1575,0.18,0,-0.22,-0.004,0.053,-0.008,,
0.1583,-0.1,0.05,-0.06,-0.002,0.038,-0.013,,
0.1592,-0.36,-0.04,0.27,0.001,0.033,-0.014,,
0.16,-0.38,-0.02,0.23,0.002,0.043,-0.014,,
0.1608,0.2,-0.25,0.27,0.005,0.066,-0.01,,
0.1617,0.68,-0.22,0.21,0.008,0.086,-0.012,,
0.1625,0.61,-0.08,0.09,0.008,0.089,-0.011,,
0.1633,0.51,-0.13,0.36,0.004,0.086,-0.015,,
0.1642,0.42,-0.06,0.59,-0.002,0.078,-0.016,,
0.165,0.18,0.11,0.62,-0.005,0.069,-0.014,,
0.1658,0.05,0.19,0.5,-0.004,0.06,-0.015,,
0.1667,0.05,0.15,0.53,0.002,0.051,-0.013,,
0.1675,-0.14,-0.11,0.67,0.005,0.044,-0.013,,
0.1683,-0.12,-0.17,0.7,-0.001,0.045,-0.013,,
0.1692,0.03,-0.16,0.72,-0.009,0.053,-0.009,,
0.17,0.17,0.13,0.73,-0.018,0.061,-0.005,,
0.1708,0.22,0.25,0.78,-0.021,0.068,-0.007,,
0.1717,0.13,0.21,0.87,-0.025,0.068,-0.005,,
0.1725,0.04,0.22,0.9,-0.028,0.062,-0.005,,
0.1733,-0.09,0.36,0.63,-0.036,0.051,-0.008,,
0.1742,-0.25,0.38,0.43,-0.037,0.037,-0.004,,
0.175,-0.36,0.34,0.51,-0.031,0.026,-0.004,,
0.1758,-0.32,0.15,0.65,-0.019,0.021,-0.005,,
0.1767,-0.21,-0.08,0.74,-0.006,0.023,-0.005,,
0.1775,-0.11,-0.16,0.82,0.003,0.024,-0.004,,
0.1783,-0.03,-0.19,0.83,0.007,0.027,-0.005,,
0.1792,0.06,-0.27,0.79,0.007,0.028,-0.002,,
0.18,0.2,-0.24,0.83,0.005,0.032,-0.004,,
0.1808,0.23,-0.26,0.99,-0.004,0.034,-0.007,,
0.1817,0.15,-0.04,1.04,-0.016,0.032,-0.007,,
0.1825,0.11,0.31,1.09,-0.029,0.028,-0.007,,
0.1833,0.02,0.42,1.07,-0.03,0.022,-0.003,,
0.1842,0.05,0.28,1.35,-0.024,0.018,0,,
0.185,0.09,0.03,1.44,-0.015,0.018,-0.001,,
0.1858,0.29,-0.04,1.3,-0.013,0.02,-0.003,,
0.1867,0.51,-0.09,1.06,-0.009,0.024,-0.001,,
0.1875,0.43,-0.14,0.94,0.002,0.017,0.002,,
0.1883,0.08,-0.24,0.8,0.012,0.005,0.003,,
0.1892,-0.15,-0.41,0.91,0.02,-0.009,-0.001,,
0.19,-0.26,-0.53,0.71,0.021,-0.016,0.001,,
0.1908,-0.04,-0.47,0.77,0.019,-0.013,0.004,,
0.1917,-0.25,-0.29,0.34,0.007,-0.019,0.001,,
0.1925,-0.31,-0.16,0.26,-0.009,-0.021,0.004,,
0.1933,-0.23,0.01,0.4,-0.031,-0.015,0.004,,
0.1942,0.01,0.37,0.43,-0.044,-0.005,0.009,,
0.195,0.26,0.43,0.48,-0.045,0.006,0.008,,
0.1958,0.18,0.41,0.21,-0.039,0.006,0.01,,
0.1967,-0.14,0.25,0.06,-0.025,-0.01,0.011,,
0.1975,-0.45,-0.31,0.18,-0.012,-0.027,0.004,,
0.1983,-0.49,-0.65,0.32,0.003,-0.035,0.005,,
0.1992,-0.08,-0.6,0.76,0.01,-0.028,0.007,,
0.2,0.29,-0.3,0.97,0.002,-0.011,0.009,,
0.2008,0.45,0.18,0.65,-0.016,0.004,0.008,,
0.2017,0.43,0.39,0.39,-0.033,0.003,0.009,,
0.2025,0.21,0.19,0.33,-0.043,-0.008,0.005,,
0.2033,-0.01,0.08,0.45,-0.043,-0.016,0.006,,
0.2042,-0.04,0.25,0.63,-0.047,-0.022,0.012,,
0.205,0.04,0.42,0.55,-0.056,-0.023,0.008,,
0.2058,0.06,0.53,0.12,-0.057,-0.022,0.006,,
0.2067,0.08,0.25,0.21,-0.046,-0.031,0.009,,
0.2075,-0.18,-0.1,0.13,-0.033,-0.042,0.007,,
0.2083,-0.38,-0.21,-0.17,-0.019,-0.052,0.007,,
0.2092,-0.35,-0.36,-0.05,-0.013,-0.054,0.009,,
0.21,-0.15,-0.35,-0.19,-0.006,-0.044,0.011,,
0.2108,0.17,-0.4,0.09,-0.007,-0.036,0.009,,
0.2117,0.19,-0.23,0.44,-0.011,-0.028,0.012,,
0.2125,-0.03,0.04,0.82,-0.03,-0.033,0.009,,
0.2133,-0.24,0.25,1.36,-0.044,-0.034,0.005,,
0.2142,-0.11,0.51,1.82,-0.057,-0.031,0.006,,
0.215,0.09,0.73,1.48,-0.061,-0.015,0.01,,
0.2158,0.22,0.44,1.35,-0.051,-0.01,0.007,,
0.2167,0.17,-0.14,1.38,-0.021,-0.01,0.004,,
0.2175,0.12,-0.64,0.91,-0.003,-0.016,0.003,,
0.2183,0.13,-0.9,0.42,0.004,-0.037,0.008,,
0.2192,0.07,-0.48,0.35,-0.009,-0.053,0.01,,
0.22,-0.18,-0.08,0.55,-0.025,-0.062,0.009,,
0.2208,-0.25,0.2,0.73,-0.043,-0.06,0.003,,
0.2217,-0.17,0.35,0.89,-0.055,-0.047,0.005,,
0.2225,-0.18,0.76,0.88,-0.068,-0.04,0.005,,
0.2233,-0.09,0.88,0.82,-0.076,-0.033,0.002,,
0.2242,-0.02,0.7,0.99,-0.067,-0.025,-0.001,,
0.225,0.09,0.18,0.89,-0.05,-0.009,0,,
0.2258,0.27,-0.14,0.7,-0.035,0.009,0,,
0.2267,0.64,-0.44,0.2,-0.026,0.021,0,,
0.2275,0.67,-0.34,0.31,-0.022,0.02,0,,
0.2283,0.46,0,0.52,-0.025,0.019,-0.001,,
0.2292,0.29,-0.12,0.85,-0.014,0.022,-0.001,,
0.23,0.31,-0.35,0.78,-0.014,0.02,-0.004,,
0.2308,-0.01,-0.08,0.68,-0.023,0.008,-0.002,,
0.2317,-0.31,0.3,0.76,-0.03,0.004,-0.003,,
0.2325,-0.29,0.36,0.86,-0.038,0.008,-0.003,,
0.2333,-0.19,0.2,0.43,-0.041,0.017,-0.004,,
0.2342,-0.1,0.01,0.11,-0.036,0.023,-0.004,,
0.235,-0.02,-0.02,0.35,-0.034,0.024,-0.004,,
0.2358,-0.08,0.19,0.24,-0.038,0.025,-0.004,,
0.2367,-0.05,0.21,0.17,-0.036,0.021,-0.004,,
0.2375,-0.12,-0.08,-0.09,-0.03,0.001,-0.008,,
0.2383,-0.55,-0.02,-0.19,-0.037,-0.008,-0.009,,
0.2392,-0.78,0.14,-0.02,-0.048,0,-0.005,,
0.24,-0.48,0.41,0.23,-0.058,0.019,-0.007,,
0.2408,-0.07,0.51,0.63,-0.049,0.038,-0.012,,
0.2417,0.09,0.4,1.03,-0.038,0.056,-0.012,,
0.2425,0.18,0.22,1.18,-0.022,0.071,-0.016,,
0.2433,0.46,-0.05,0.83,-0.007,0.081,-0.013,,
0.2442,0.66,-0.28,0.3,0.002,0.07,-0.01,,
0.245,0.63,-0.48,-0.25,-0.004,0.046,-0.01,,
0.2458,0.31,-0.3,-0.78,-0.02,0.012,-0.009,,
0.2467,-0.21,0.07,-0.61,-0.036,-0.023,-0.009,,
0.2475,-0.79,0.24,0.09,-0.045,-0.04,-0.011,,
0.2483,-1.1,0.39,0.66,-0.04,-0.024,-0.016,,
0.2492,-0.82,0.37,1.3,-0.028,0.018,-0.015,,
0.25,-0.05,0.24,1.38,-0.016,0.064,-0.014,,
0.2508,0.75,0.1,0.53,-0.004,0.088,-0.014,,
0.2517,1.15,-0.21,-0.27,0.005,0.081,-0.014,,
0.2525,0.65,-0.78,-0.6,0.008,0.06,-0.009,,
0.2533,0.12,-0.7,-0.54,0,0.038,-0.012,,
0.2542,-0.07,-0.5,-0.04,-0.011,0.03,-0.014,,
0.255,0,-0.12,0.48,-0.032,0.031,-0.014,,
0.2558,0.04,0.39,0.82,-0.055,0.03,-0.011,,
0.2567,-0.02,0.84,1.01,-0.076,0.025,-0.008,,
0.2575,-0.14,1,1,-0.082,0.018,-0.004,,
0.2583,-0.22,0.91,1.04,-0.075,0.012,0,,
0.2592,-0.27,0.6,1.1,-0.05,0.01,0.001,,
0.26,-0.29,0.09,1.2,-0.02,0.01,0,,
0.2608,-0.08,-0.42,0.9,0,0.016,-0.003,,
0.2617,0.03,-0.55,0.53,0,0.014,-0.006,,
0.2625,-0.08,-0.43,0.26,-0.009,0.003,-0.002,,
0.2633,-0.1,-0.18,0.38,-0.022,-0.008,-0.002,,
0.2642,-0.31,-0.06,0.66,-0.036,-0.018,-0.006,,
0.265,-0.46,0.23,0.81,-0.051,-0.016,-0.009,,
0.2658,-0.38,0.59,0.9,-0.059,-0.006,-0.01,,
0.2667,-0.2,0.73,0.93,-0.056,0.002,-0.006,,
0.2675,-0.09,0.61,0.9,-0.043,0.005,-0.003,,
0.2683,0.01,0.26,0.64,-0.029,0.003,-0.002,,
0.2692,0.2,-0.25,0.36,-0.019,0.001,-0.006,,
0.27,0.29,-0.55,0.45,-0.019,-0.005,-0.005,,
0.2708,0.17,-0.22,0.94,-0.02,-0.018,-0.001,,
0.2717,-0.05,-0.06,1.42,-0.015,-0.031,-0.001,,
0.2725,-0.31,-0.06,1.54,-0.015,-0.042,-0.001,,
0.2733,-0.48,-0.04,1.46,-0.013,-0.041,-0.001,,
0.2742,-0.23,0.08,1.77,-0.017,-0.03,-0.004,,
0.275,0.27,0.07,2.1,-0.014,-0.011,-0.004,,
0.2758,0.58,-0.16,1.53,-0.014,-0.016,0.003,,
0.2767,0.29,-0.25,1.01,-0.016,-0.027,0.004,,
0.2775,0.15,-0.25,1.17,-0.022,-0.037,0,,
0.2783,-0.32,-0.04,1.02,-0.021,-0.045,0.002,,
0.2792,-0.32,0.09,0.83,-0.015,-0.04,0.002,,
0.28,-0.13,-0.1,0.71,-0.012,-0.023,-0.002,,
0.2808,0.2,-0.23,0.34,-0.018,-0.009,0,,
0.2817,0.45,0.04,0.18,-0.029,-0.002,0.005,,
0.2825,0.47,0.13,0.25,-0.041,-0.012,0.007,,
0.2833,0.28,0.13,0.18,-0.043,-0.034,0.01,,
0.2842,-0.36,0.13,0.26,-0.039,-0.06,0.01,,
0.285,-0.86,-0.02,0.42,-0.027,-0.075,0.009,,
0.2858,-0.95,-0.11,0.4,-0.014,-0.069,0.004,,
0.2867,-0.7,-0.23,0.44,-0.009,-0.052,0,,
0.2875,-0.16,-0.41,0.48,-0.008,-0.03,-0.002,,
0.2883,0.34,-0.22,0.32,-0.02,-0.009,0.008,,
0.2892,0.6,0.21,0.12,-0.046,-0.001,0.012,,
0.29,0.59,0.52,0.2,-0.06,-0.004,0.011,,
0.2908,0.06,0.41,0.36,-0.059,-0.02,0.005,,
0.2917,-0.22,0.05,0.39,-0.043,-0.033,0.005,,
0.2925,-0.29,-0.1,0.57,-0.044,-0.04,0.008,,
0.2933,-0.21,0.31,0.26,-0.058,-0.038,0.008,,
0.2942,0.08,0.66,-0.29,-0.074,-0.036,0.01,,
0.295,0.32,0.5,-0.15,-0.072,-0.039,0.01,,
0.2958,0.1,0.17,0.03,-0.052,-0.048,0.007,,
0.2967,-0.3,-0.16,0.34,-0.031,-0.06,0.006,,
0.2975,-0.53,-0.32,0.52,-0.017,-0.067,0.009,,
0.2983,-0.45,-0.25,0.16,-0.012,-0.066,0.008,,
0.2992,-0.19,-0.35,0.04,-0.014,-0.066,0.008,,
0.3,-0.13,-0.33,-0.03,-0.013,-0.062,0.009,,
0.3008,-0.24,-0.24,0.3,-0.026,-0.06,0.007,,
0.3017,-0.25,0.02,0.87,-0.042,-0.048,0.007,,
0.3025,-0.05,0.39,1.36,-0.062,-0.029,0.004,,
0.3033,0.33,0.84,1.21,-0.075,-0.008,0.005,,
0.3042,0.52,0.87,1.43,-0.075,-0.002,0.004,,
0.305,0.22,0.34,1.66,-0.049,-0.013,0.001,,
0.3058,-0.09,-0.24,1.82,-0.025,-0.032,-0.003,,
0.3067,-0.3,-0.54,1.66,-0.014,-0.047,0.002,,
0.3075,-0.21,-0.44,0.83,-0.02,-0.053,0.003,,
0.3083,0.07,-0.1,0.45,-0.029,-0.054,0.006,,
0.3092,-0.07,0.14,0.6,-0.033,-0.059,0.006,,
0.31,-0.17,0.05,0.81,-0.034,-0.061,0.003,,
0.3108,-0.23,0.07,0.66,-0.04,-0.057,0.005,,
0.3117,-0.16,0.17,0.68,-0.047,-0.05,0.006,,
0.3125,-0.08,0.4,0.77,-0.053,-0.041,0.006,,
0.3133,0.22,0.6,0.79,-0.057,-0.031,0.002,,
0.3142,0.26,0.4,0.62,-0.049,-0.027,0.004,,
0.315,0.18,-0.19,0.54,-0.029,-0.028,0,,
0.3158,0.08,-0.52,0.42,-0.013,-0.023,-0.001,,
0.3167,0.05,-0.38,0.46,-0.01,-0.014,0.001,,
0.3175,0.17,-0.06,0.35,-0.017,0.001,0,,
0.3183,0.5,0,0.58,-0.023,0.014,-0.003,,
0.3192,0.37,0.04,0.75,-0.021,0.018,-0.003,,
0.32,0.13,0.05,0.88,-0.022,0.016,-0.007,,
0.3208,-0.11,0.11,0.95,-0.025,0.012,-0.008,,
0.3217,-0.15,0.15,0.93,-0.03,0.011,-0.008,,
0.3225,-0.08,0.11,0.85,-0.034,0.016,-0.006,,
0.3233,-0.02,0.19,0.63,-0.037,0.019,-0.009,,
0.3242,0,0.25,0.26,-0.038,0.019,-0.008,,
0.325,-0.04,0.16,0.23,-0.033,0.013,-0.009,,
0.3258,-0.16,-0.02,0.29,-0.026,0.006,-0.011,,
0.3267,-0.38,0.05,0.1,-0.026,-0.005,-0.011,,
0.3275,-0.6,0.11,-0.09,-0.031,-0.014,-0.007,,
0.3283,-0.6,0.23,-0.13,-0.037,-0.005,-0.005,,
0.3292,-0.15,0.14,-0.21,-0.03,0.009,-0.003,,
0.33,0,-0.04,-0.02,-0.022,0.03,-0.008,,
0.3308,0.2,-0.21,0.26,-0.02,0.044,-0.017,,
0.3317,0.13,-0.04,0.54,-0.023,0.045,-0.016,,
0.3325,-0.02,0.19,0.61,-0.031,0.042,-0.013,,
0.3333,0.06,0.18,0.69,-0.031,0.043,-0.012,,
0.3342,0.2,0.2,0.58,-0.025,0.042,-0.01,,
0.335,0.23,0.35,0.28,-0.022,0.043,-0.011,,
0.3358,0.1,0.11,-0.45,-0.016,0.027,-0.004,,
0.3367,-0.27,-0.08,-0.52,-0.007,-0.002,-0.006,,
0.3375,-0.66,-0.32,-0.09,0.001,-0.017,-0.015,,
0.3383,-0.65,-0.44,0.48,0.002,-0.016,-0.018,,
0.3392,-0.19,-0.11,0.85,0,0.009,-0.017,,
0.34,0.41,0.07,1,0.003,0.044,-0.016,,
0.3408,0.62,-0.08,0.68,0.001,0.063,-0.012,,
0.3417,0.56,-0.17,0.46,-0.004,0.071,-0.011,,
