CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,-0.33,-0.29,0.07,0.003,-0.022,0.002,,
0.0892,0.07,0.14,-0.16,-0.004,-0.007,0.006,,
0.09,0.36,0.16,-0.04,0.001,0,0.009,,
0.0908,0.33,0.13,-0.14,0.002,-0.004,0.005,,
0.0917,0.19,-0.01,-0.22,0,-0.016,0.005,,
0.0925,-0.09,-0.08,0.07,-0.007,-0.031,0.005,,
0.0933,-0.17,0.01,0.27,-0.005,-0.037,0.003,,
0.0942,-0.12,0.11,0.49,0.003,-0.033,0,,
0.095,-0.04,-0.14,1.37,0.016,-0.023,0.002,,
0.0958,0.04,-0.4,1.94,0.024,-0.008,-0.003,,
0.0967,0.06,-0.34,1.85,0.019,0.001,-0.003,,
0.0975,0.15,-0.26,1.71,0.007,0.008,-0.002,,
0.0983,0.19,0.01,1.82,-0.006,0.008,-0.004,,
0.0992,0.04,0.38,1.81,-0.02,0.009,0.001,,
0.1,-0.04,0.55,1.26,-0.024,0.014,-0.003,,
0.1008,0.09,0.13,1.05,-0.004,0.016,-0.008,,
0.1017,0.15,-0.46,1.36,0.023,0.014,-0.006,,
0.1025,-0.01,-0.59,1.59,0.027,0.011,-0.002,,
0.1033,-0.01,-0.18,1.41,0.013,0.007,0.002,,
0.1042,-0.12,0.07,1.24,0.007,-0.01,0.003,,
0.105,-0.39,-0.01,1.07,0.02,-0.022,0,,
0.1058,-0.52,-0.39,0.73,0.048,-0.017,0.002,,
0.1067,-0.39,-0.89,0.44,0.073,-0.008,0.003,,
0.1075,0.16,-1.04,0.14,0.08,0.009,-0.001,,
0.1083,0.41,-0.77,-0.49,0.058,0.02,0,,
0.1092,0.59,-0.37,-0.83,0.018,0.015,0.003,,
0.11,0.37,0.34,-0.71,-0.029,0.001,0.003,,
0.1108,-0.24,0.79,-0.27,-0.053,-0.015,0.002,,
0.1117,-0.48,0.63,0.67,-0.047,-0.021,-0.008,,
0.1125,-0.69,0.44,1.14,-0.027,-0.009,-0.01,,
0.1133,-0.48,0.32,1.79,-0.007,0.012,-0.011,,
0.1142,0.15,0.37,1.91,0,0.045,-0.015,,
0.115,0.7,-0.12,0.74,0.008,0.073,-0.014,,
0.1158,1.37,-0.78,-0.29,0.019,0.094,-0.007,,
0.1167,1.18,-0.8,-0.34,0.031,0.095,-0.004,,
0.1175,0.58,-0.69,0.05,0.041,0.075,-0.004,,
0.1183,0.06,-0.56,0.19,0.037,0.049,-0.007,,
0.1192,-0.45,-0.21,0.09,0.02,0.024,-0.006,,
0.12,-0.54,0.33,0.18,-0.005,0.018,-0.007,,
0.1208,-0.27,0.92,0.25,-0.035,0.031,-0.008,,
0.1217,0.27,1.01,-0.07,-0.053,0.053,-0.006,,
0.1225,0.55,0.65,-0.57,-0.051,0.07,-0.001,,
0.1233,0.5,0.06,-0.63,-0.029,0.073,0.001,,
0.1242,-0.07,-0.28,-0.46,0.003,0.06,0,,
0.125,-0.44,-0.47,-0.09,0.018,0.038,-0.003,,
0.1258,-0.6,-0.29,-0.21,0.015,0.036,-0.004,,
0.1267,-0.58,-0.06,0.31,0.007,0.022,-0.001,,
0.1275,-0.28,0.15,0.38,0.005,0.036,-0.002,,
0.1283,0.03,0.03,0.84,0.017,0.053,-0.003,,
0.1292,0,-0.1,1,0.027,0.055,-0.002,,
0.13,-0.13,-0.51,0.97,0.039,0.055,-0.003,,
0.1308,-0.17,-0.72,0.52,0.04,0.057,-0.005,,
0.1317,0.14,-0.64,0.13,0.028,0.069,-0.005,,
0.1325,0.35,-0.18,0.23,0.003,0.073,-0.009,,
0.1333,0.37,0.36,0.53,-0.022,0.067,-0.013,,
0.1342,0.09,0.81,1.1,-0.039,0.051,-0.011,,
0.135,-0.18,0.91,1.37,-0.038,0.044,-0.013,,
0.1358,-0.23,0.65,1.54,-0.015,0.039,-0.013,,
0.1367,-0.16,-0.22,1.4,0.029,0.039,-0.007,,
0.1375,0,-1.06,1.05,0.058,0.036,-0.014,,
0.1383,-0.04,-1.3,0.14,0.061,0.033,-0.012,,
0.1392,0.06,-0.83,-0.35,0.045,0.038,-0.008,,
0.14,0.31,-0.2,-0.16,0.026,0.043,-0.005,,
0.1408,0.26,0.12,0.39,0.012,0.039,-0.004,,
0.1417,0.01,0.1,0.74,0.006,0.026,-0.004,,
0.1425,-0.26,0.11,0.91,-0.015,0.012,-0.007,,
0.1433,-0.58,0.47,0.62,-0.042,-0.007,-0.008,,
0.1442,-0.61,0.7,0.39,-0.059,-0.014,-0.005,,
0.145,-0.52,0.71,0.41,-0.056,-0.009,-0.003,,
0.1458,-0.14,0.38,0.63,-0.036,0.013,-0.001,,
0.1467,0.34,0.12,1.04,-0.023,0.037,0,,
0.1475,0.6,0.17,1.23,-0.018,0.045,-0.002,,
0.1483,0.55,0.28,1.25,-0.016,0.031,-0.005,,
0.1492,0.16,0.04,1.38,0.003,-0.002,-0.005,,
0.15,-0.36,-0.51,1.23,0.028,-0.03,-0.006,,
0.1508,-0.54,-0.84,0.85,0.038,-0.038,-0.011,,
0.1517,-0.32,-0.75,0.81,0.036,-0.029,-0.009,,
0.1525,0.04,-0.19,0.64,0.012,-0.009,-0.008,,
0.1533,0.51,0.41,0.47,-0.011,0.006,-0.005,,
0.1542,0.71,0.52,0.84,-0.013,0,-0.001,,
0.155,0.6,0.12,1.15,-0.007,-0.01,-0.002,,
0.1558,0.23,-0.25,0.94,0.003,-0.024,-0.002,,
0.1567,0.1,-0.51,0.65,0.012,-0.038,-0.003,,
0.1575,0.22,-0.48,0.51,0.007,-0.045,-0.003,,
0.1583,0.15,-0.11,0.34,-0.004,-0.056,0,,
0.1592,-0.04,0.25,0.19,-0.014,-0.065,0.002,,
0.16,-0.04,0.25,0.02,-0.018,-0.058,0.004,,
0.1608,0.02,0.23,0.11,-0.011,-0.05,0.006,,
0.1617,0.52,-0.17,0.47,0.009,-0.031,0.009,,
0.1625,0.71,-0.3,0.31,0.017,-0.043,0.005,,
0.1633,0.29,-0.34,0.54,0.016,-0.074,0.006,,
0.1642,-0.52,-0.24,0.21,-0.002,-0.115,-0.004,,
0.165,-1.11,0.18,0.08,-0.012,-0.134,0,,
0.1658,-1.06,0.21,0.08,0.001,-0.126,0.004,,
0.1667,-0.75,-0.12,0.53,0.017,-0.098,0.006,,
0.1675,-0.24,-0.62,0.65,0.017,-0.064,0.005,,
0.1683,-0.02,-0.5,0.3,-0.012,-0.044,0.007,,
0.1692,0.13,0.08,-0.04,-0.041,-0.043,0.005,,
0.17,0.18,0.53,0.12,-0.055,-0.048,0.008,,
0.1708,0.09,0.63,0.37,-0.05,-0.054,0.009,,
0.1717,-0.16,0.55,0.64,-0.037,-0.063,0.006,,
0.1725,-0.35,0.3,0.84,-0.018,-0.074,0.004,,
0.1733,-0.72,0.1,0.86,-0.007,-0.086,0.004,,
0.1742,-0.72,-0.01,0.61,-0.003,-0.086,0.006,,
0.175,-0.44,-0.15,0.2,-0.003,-0.074,0.011,,
0.1758,-0.06,-0.19,-0.05,0.004,-0.06,0.008,,
0.1767,0.12,-0.28,0.19,0.019,-0.051,0.006,,
0.1775,0,-0.41,0.59,0.03,-0.047,0.008,,
0.1783,-0.12,-0.56,0.47,0.024,-0.043,0.006,,
0.1792,-0.24,-0.41,0.15,-0.002,-0.041,0.006,,
0.18,-0.26,0.03,-0.01,-0.033,-0.039,0.003,,
0.1808,-0.1,0.52,0.14,-0.054,-0.038,0.003,,
0.1817,-0.04,0.77,0.05,-0.058,-0.04,0.004,,
0.1825,-0.11,0.71,0.25,-0.049,-0.042,0.004,,
0.1833,-0.23,0.37,0.43,-0.035,-0.04,0.003,,
0.1842,-0.33,0.22,0.53,-0.024,-0.033,0.003,,
0.185,-0.01,0.03,0.63,-0.011,-0.021,0.006,,
0.1858,0.23,-0.33,0.81,-0.002,-0.021,0.001,,
0.1867,0.08,-0.3,0.92,0.001,-0.032,0,,
0.1875,-0.32,-0.2,1.5,-0.005,-0.038,0.001,,
0.1883,-0.41,-0.01,1.87,-0.009,-0.033,0.001,,
0.1892,-0.32,0.13,1.98,-0.015,-0.02,0.002,,
0.19,-0.08,0.3,1.8,-0.021,-0.009,0.001,,
0.1908,0,0.35,1.68,-0.023,-0.008,-0.001,,
0.1917,0.04,0.22,1.37,-0.018,-0.008,-0.001,,
0.1925,0.06,-0.11,0.91,-0.005,-0.006,-0.002,,
0.1933,0.22,-0.49,0.97,0.013,-0.003,0,,
0.1942,0.3,-0.69,1.28,0.03,-0.006,0.003,,
0.195,-0.08,-0.41,1.05,0.034,-0.022,0.004,,
0.1958,-0.32,-0.13,0.34,0.03,-0.032,0.002,,
0.1967,-0.37,-0.41,0.14,0.037,-0.038,0,,
0.1975,-0.29,-0.78,0.08,0.052,-0.036,0,,
0.1983,-0.08,-0.83,0.13,0.049,-0.027,-0.003,,
0.1992,0.1,-0.54,0.06,0.031,-0.017,0.002,,
0.2,0.2,0.1,0.2,-0.001,-0.015,-0.001,,
0.2008,0.04,0.48,0.25,-0.02,-0.018,0,,
0.2017,-0.12,0.35,0.51,-0.018,-0.023,-0.003,,
0.2025,-0.42,0.07,0.86,-0.007,-0.023,-0.006,,
0.2033,-0.36,-0.21,0.95,0.009,-0.009,-0.003,,
0.2042,-0.05,-0.32,0.75,0.017,0.012,-0.007,,
0.205,0.35,-0.38,0.51,0.018,0.036,-0.006,,
0.2058,0.74,-0.44,0.24,0.017,0.054,-0.003,,
0.2067,0.8,-0.21,0.2,0.003,0.063,-0.004,,
0.2075,0.62,0.08,0.26,-0.013,0.064,-0.003,,
0.2083,0.4,0.28,0.52,-0.023,0.058,-0.004,,
0.2092,0.08,0.46,0.44,-0.027,0.051,-0.005,,
0.21,-0.07,0.28,0.43,-0.021,0.046,-0.003,,
0.2108,-0.08,0.06,0.42,-0.013,0.043,-0.004,,
0.2117,-0.13,-0.12,0.16,-0.007,0.044,-0.005,,
0.2125,0.11,-0.13,0.03,-0.009,0.052,-0.002,,
0.2133,0.32,0.03,-0.02,-0.017,0.06,0,,
0.2142,0.35,0.21,0.09,-0.022,0.062,0.004,,
0.215,0.14,0.25,0.31,-0.021,0.057,0.004,,
0.2158,-0.23,0.2,0.48,-0.014,0.047,0.003,,
0.2167,-0.42,0,0.61,-0.003,0.041,0.002,,
0.2175,-0.46,0.01,0.47,0.004,0.043,0.001,,
0.2183,-0.31,-0.15,0.22,0.013,0.052,0,,
0.2192,0.06,-0.42,0.4,0.024,0.066,-0.001,,
0.22,0.13,-0.49,0.34,0.029,0.075,0,,
0.2208,0.12,-0.48,0.36,0.026,0.08,0.001,,
0.2217,0.15,-0.29,0.49,0.019,0.084,-0.001,,
0.2225,0.06,0.04,0.64,0.005,0.082,-0.005,,
0.2233,0.01,0.2,0.73,-0.005,0.078,-0.005,,
0.2242,-0.04,0.31,1.04,-0.015,0.072,-0.008,,
0.225,-0.17,0.39,1.04,-0.018,0.066,-0.008,,
0.2258,-0.13,0.38,1.04,-0.015,0.067,-0.009,,
0.2267,0.01,0.09,0.85,0.007,0.075,-0.01,,
0.2275,0.18,-0.51,0.89,0.037,0.08,-0.008,,
0.2283,0.36,-0.94,0.72,0.061,0.082,-0.006,,
0.2292,0.2,-0.86,0.5,0.06,0.073,-0.009,,
0.23,0.04,-0.58,0.29,0.051,0.066,-0.007,,
0.2308,0.04,-0.34,0.18,0.039,0.061,-0.007,,
0.2317,-0.03,-0.22,0.2,0.027,0.055,-0.006,,
0.2325,-0.05,-0.12,0.52,0.01,0.052,-0.005,,
0.2333,-0.26,0.32,0.88,-0.018,0.047,-0.004,,
0.2342,-0.2,0.76,0.87,-0.044,0.051,-0.004,,
0.235,0.01,0.97,0.88,-0.058,0.055,-0.002,,
0.2358,0.09,0.75,0.71,-0.049,0.053,-0.001,,
0.2367,0.09,0.19,0.91,-0.022,0.047,-0.003,,
0.2375,-0.18,-0.22,0.99,0.007,0.033,0,,
0.2383,-0.31,-0.65,0.89,0.028,0.021,-0.001,,
0.2392,-0.13,-0.75,1.09,0.036,0.022,-0.001,,
0.24,0.14,-0.31,0.92,0.023,0.029,-0.003,,
0.2408,0.5,0.11,0.85,0.006,0.04,-0.003,,
0.2417,0.53,0.26,1.12,0,0.038,-0.001,,
0.2425,0.33,0.02,1.15,0.006,0.027,-0.003,,
0.2433,0.16,-0.21,1.11,0.013,0.02,-0.004,,
0.2442,0.06,-0.15,0.94,0.015,0.016,-0.007,,
0.245,0.16,-0.13,0.66,0.025,0.021,-0.003,,
0.2458,0.43,-0.33,0.54,0.031,0.025,-0.004,,
0.2467,0.48,-0.44,0.29,0.035,0.026,-0.004,,
0.2475,0.64,-0.57,-0.05,0.031,0.028,-0.001,,
0.2483,0.65,-0.4,-0.12,0.015,0.017,-0.002,,
0.2492,0.32,-0.11,-0.04,0.006,0,0,,
0.25,0.2,-0.05,0.03,-0.003,-0.012,0.001,,
0.2508,-0.01,0.1,0.16,-0.011,-0.025,0.001,,
0.2517,-0.12,0.18,0.15,-0.007,-0.026,0.002,,
0.2525,0.08,0.07,0.49,-0.011,-0.025,0.005,,
0.2533,0.17,0.07,0.62,-0.009,-0.024,0.011,,
0.2542,0.32,-0.04,0.73,-0.008,-0.017,0.009,,
0.255,0.12,0.04,0.6,-0.007,-0.021,0.006,,
0.2558,0.2,-0.07,1.13,-0.004,-0.011,0.01,,
0.2567,0.27,-0.09,1.1,0.001,-0.004,0.008,,
0.2575,0.13,-0.05,1.06,0.001,-0.004,0.004,,
0.2583,-0.05,-0.09,1.07,-0.015,-0.012,-0.006,,
0.2592,-0.32,0.21,0.73,-0.031,-0.027,-0.005,,
0.26,-0.43,0.65,0.47,-0.026,-0.038,0.002,,
0.2608,-0.3,0.44,0.7,0.003,-0.041,0.003,,
0.2617,-0.31,-0.25,1.12,0.024,-0.038,0.005,,
0.2625,-0.24,-0.76,1.02,0.018,-0.024,0.003,,
0.2633,-0.07,-0.53,0.45,-0.004,-0.009,0.005,,
0.2642,0.06,0.09,-0.11,-0.018,0,0.009,,
0.265,0.37,0.37,-0.21,-0.015,0.006,0.009,,
0.2658,0.34,0.25,-0.3,-0.006,0.003,0.009,,
0.2667,-0.02,0.16,-0.5,0.001,-0.008,0.007,,
0.2675,-0.25,0.02,-0.48,0.009,-0.024,0.006,,
0.2683,-0.46,-0.11,-0.24,0.015,-0.036,0.009,,
0.2692,-0.42,-0.31,-0.1,0.014,-0.044,0.007,,
0.27,-0.43,-0.35,-0.05,0,-0.039,0.006,,
0.2708,-0.34,-0.1,0.15,-0.014,-0.026,0.006,,
0.2717,-0.2,0.22,0.47,-0.022,-0.011,0.006,,
0.2725,-0.01,0.39,0.77,-0.019,0.002,0.008,,
0.2733,0.15,0.06,0.98,-0.012,0.019,0.006,,
0.2742,0.31,-0.04,0.97,-0.012,0.028,0.006,,
0.275,0.17,0.05,0.74,-0.018,0.031,0.003,,
0.2758,0.07,0.18,0.64,-0.022,0.021,0,,
0.2767,-0.09,0.17,0.71,-0.02,0.014,0,,
0.2775,-0.22,0.09,0.87,-0.015,0.01,0,,
0.2783,-0.39,0.05,1.21,-0.01,0.012,-0.002,,
0.2792,-0.34,0.16,1.49,-0.009,0.015,-0.002,,
0.28,-0.08,0.3,1.17,-0.012,0.029,-0.001,,
0.2808,0.23,0.13,0.71,-0.006,0.043,0.002,,
0.2817,0.44,-0.26,0.64,0.008,0.058,0,,
0.2825,0.42,-0.62,1.1,0.021,0.064,0.004,,
0.2833,0.28,-0.51,1.44,0.018,0.054,0.002,,
0.2842,-0.07,0.04,1.25,0.002,0.034,0.002,,
0.285,-0.31,0.46,0.74,-0.006,0.013,0.007,,
0.2858,-0.43,0.05,1.03,0.011,-0.003,0,,
0.2867,-0.33,-0.41,1.51,0.037,-0.01,-0.003,,
0.2875,0.07,-0.79,1.09,0.045,-0.008,0,,
0.2883,0.22,-0.86,0.28,0.038,-0.003,0.002,,
0.2892,0.17,-0.17,-0.1,0.012,-0.011,0,,
0.29,0.09,0.17,-0.14,0.001,-0.016,0.001,,
0.2908,-0.1,-0.02,0.34,0.011,-0.017,-0.004,,
0.2917,-0.16,-0.35,1.11,0.023,-0.014,-0.004,,
0.2925,0.09,-0.39,1.57,0.025,0.004,-0.002,,
0.2933,0.48,0.03,1.27,0.014,0.024,-0.006,,
0.2942,0.63,0.09,1,0.012,0.021,-0.004,,
0.295,0.48,-0.35,0.04,0.02,0.036,-0.004,,
0.2958,0.46,-0.54,0.01,0.023,0.043,-0.01,,
0.2967,0.36,-0.42,0.03,0.022,0.048,-0.007,,
0.2975,0.18,-0.25,0.07,0.023,0.047,-0.006,,
0.2983,0.24,-0.24,0.19,0.021,0.052,-0.006,,
0.2992,0.26,-0.13,0.08,0.01,0.054,-0.001,,
0.3,0.21,0.05,0.06,-0.011,0.05,-0.002,,
0.3008,0.27,0.23,0.4,-0.028,0.05,0,,
0.3017,0.25,0.42,0.52,-0.038,0.05,0.003,,
0.3025,0.16,0.46,0.75,-0.04,0.046,0.004,,
0.3033,-0.03,0.45,0.64,-0.035,0.046,0.004,,
0.3042,-0.09,0.33,0.64,-0.024,0.047,0.007,,
0.305,-0.02,-0.12,0.93,-0.005,0.048,0.006,,
0.3058,-0.01,-0.43,1.04,0.008,0.052,0.005,,
0.3067,-0.02,-0.25,0.41,0.005,0.058,0.005,,
0.3075,0.04,0.08,0.22,-0.001,0.06,0.004,,
0.3083,0.04,-0.03,0.39,0.01,0.062,0.004,,
0.3092,-0.02,-0.34,0.69,0.022,0.067,0.004,,
0.31,-0.07,-0.38,0.41,0.024,0.073,0.001,,
0.3108,-0.01,-0.21,0.03,0.016,0.076,-0.002,,
0.3117,0.15,-0.17,0.1,0.01,0.079,0,,
0.3125,0.13,-0.04,0.25,0,0.077,-0.004,,
0.3133,0.05,0.1,0.37,-0.011,0.073,-0.006,,
0.3142,-0.05,0.29,0.75,-0.02,0.071,-0.004,,
0.315,-0.14,0.5,0.72,-0.019,0.073,-0.005,,
0.3158,0.11,0.27,0.93,-0.005,0.08,-0.007,,
0.3167,0.28,-0.16,1.13,0.016,0.077,-0.005,,
0.3175,0.23,-0.48,0.89,0.028,0.068,-0.008,,
0.3183,0.1,-0.52,0.88,0.029,0.055,-0.008,,
0.3192,-0.04,-0.32,0.57,0.026,0.049,-0.009,,
0.32,-0.11,-0.12,0.38,0.026,0.047,-0.009,,
0.3208,0.07,-0.32,0.57,0.037,0.05,-0.012,,
0.3217,0.04,-0.41,0.73,0.036,0.054,-0.009,,
0.3225,-0.1,-0.2,0.51,0.02,0.048,-0.01,,
0.3233,-0.08,0.17,0.07,-0.008,0.048,-0.011,,
0.3242,0.05,0.42,0.11,-0.021,0.045,-0.007,,
0.325,0.06,0.34,-0.03,-0.019,0.039,-0.007,,
0.3258,0.04,0.09,0.42,-0.011,0.04,-0.007,,
0.3267,-0.13,0.11,0.46,-0.007,0.03,-0.005,,
0.3275,-0.28,0.13,0.4,-0.009,0.018,-0.005,,
0.3283,-0.31,0.11,0.68,-0.004,0.008,-0.005,,
0.3292,-0.38,-0.03,0.34,0.002,0.004,-0.002,,
0.33,-0.17,-0.22,0.32,0.005,0.015,-0.001,,
0.3308,0.05,-0.13,0.74,0.004,0.02,-0.004,,
0.3317,0.25,-0.06,1.14,0,0.028,-0.002,,
0.3325,0.37,0.25,1.41,-0.006,0.03,-0.001,,
0.3333,0.37,0.37,1.4,-0.005,0.016,0,,
0.3342,0.29,-0.01,1.45,0.007,-0.002,-0.004,,
0.335,-0.12,-0.32,1.51,0.022,-0.019,-0.007,,
0.3358,-0.3,-0.58,1.25,0.034,-0.029,-0.007,,
0.3367,-0.16,-0.53,0.78,0.031,-0.023,-0.007,,
0.3375,0.05,-0.25,0.35,0.024,-0.018,-0.004,,
0.3383,0.37,-0.1,0.08,0.014,-0.01,-0.004,,
0.3392,0.54,-0.04,0.27,0.007,-0.005,-0.001,,
0.34,0.47,0.06,0.25,0.001,-0.016,0.001,,
0.3408,0.4,-0.02,0.17,-0.002,-0.025,0,,
0.3417,0.09,0.08,0.3,-0.001,-0.044,0.001,,
0.3425,-0.03,-0.13,0.28,0.006,-0.056,0,,
0.3433,-0.1,-0.18,0.61,0.009,-0.066,-0.001,,
0.3442,-0.21,-0.15,0.43,0.007,-0.076,0,,
0.345,-0.35,0.02,0.39,-0.002,-0.079,0.001,,
0.3458,-0.21,0.02,0.77,-0.008,-0.066,0.001,,
