CFSLGR_DataFile,,,,,,,,
ÉfÅ[É^ï€ë∂[å¬/ïb],1200,,Filter,OFF,,,,
0.0883,0.09,0.29,0.15,-0.043,0.03,0,,
0.0892,-0.04,0.2,0.11,-0.03,0.028,0.004,,
0.09,-0.15,0.03,0.32,-0.017,0.028,0.001,,
0.0908,-0.21,-0.23,0.42,-0.009,0.031,-0.002,,
0.0917,-0.16,-0.25,0.47,-0.011,0.036,-0.001,,
0.0925,0.12,-0.15,0.36,-0.022,0.044,-0.002,,
0.0933,0.18,-0.09,0.29,-0.036,0.052,-0.002,,
0.0942,0.12,0.04,0.41,-0.051,0.057,-0.002,,
0.095,0.08,0.31,0.8,-0.066,0.063,-0.004,,
0.0958,0.08,0.56,1.14,-0.076,0.067,-0.005,,
0.0967,0.16,0.7,1.01,-0.077,0.083,-0.004,,
0.0975,0.19,0.68,0.95,-0.075,0.083,-0.005,,
0.0983,0.2,0.51,0.73,-0.063,0.082,-0.002,,
0.0992,0.08,0.23,0.61,-0.048,0.077,-0.001,,
0.1,0.13,-0.14,0.42,-0.031,0.078,-0.001,,
0.1008,0.13,-0.27,0.27,-0.026,0.08,-0.004,,
0.1017,0.26,-0.31,0.45,-0.024,0.082,0,,
0.1025,0.26,-0.17,0.48,-0.035,0.081,0,,
0.1033,0.28,0.04,0.65,-0.047,0.082,0.001,,
0.1042,0.28,0.25,0.73,-0.062,0.077,0.001,,
0.105,0.29,0.4,0.84,-0.068,0.076,0.001,,
0.1058,0.26,0.48,0.85,-0.071,0.072,0.001,,
0.1067,0.11,0.49,0.81,-0.06,0.069,0.001,,
0.1075,-0.02,0.27,0.65,-0.038,0.064,0.004,,
0.1083,-0.21,-0.11,0.59,-0.01,0.066,0.001,,
0.1092,-0.12,-0.67,0.4,-0.001,0.081,-0.003,,
0.11,0.31,-0.61,-0.03,-0.009,0.097,-0.006,,
0.1108,0.65,-0.32,-0.08,-0.023,0.095,-0.006,,
0.1117,0.47,-0.11,0,-0.033,0.069,0,,
0.1125,-0.27,0.09,-0.02,-0.04,0.037,-0.003,,
0.1133,-0.79,0.03,0.3,-0.046,0.029,-0.004,,
0.1142,-0.61,0.07,0.6,-0.059,0.044,-0.007,,
0.115,-0.1,0.38,0.65,-0.074,0.069,-0.007,,
0.1158,0.43,0.72,0.85,-0.076,0.078,-0.001,,
0.1167,0.34,0.59,0.74,-0.061,0.074,0.002,,
0.1175,0.17,0.17,0.49,-0.037,0.07,0.007,,
0.1183,0.2,-0.34,0.42,-0.014,0.07,0.004,,
0.1192,0.36,-0.77,0.44,-0.005,0.07,0.002,,
0.12,0.42,-0.62,0.61,-0.01,0.063,0.002,,
0.1208,0.44,-0.21,0.85,-0.033,0.057,0.003,,
0.1217,0.35,0.38,1.01,-0.066,0.049,0.004,,
0.1225,0.3,0.78,1.2,-0.086,0.041,0.003,,
0.1233,0.2,0.73,1.37,-0.082,0.035,0.003,,
0.1242,0.05,0.36,1.12,-0.06,0.029,0,,
0.125,0.04,-0.21,0.75,-0.035,0.034,0.002,,
0.1258,0.29,-0.49,0.13,-0.027,0.044,0.004,,
0.1267,0.53,-0.42,-0.37,-0.031,0.051,0.008,,
0.1275,0.83,-0.38,-0.2,-0.041,0.058,0.011,,
0.1283,0.84,0.04,-0.07,-0.053,0.058,0.007,,
0.1292,0.69,0.14,0.88,-0.061,0.058,0.008,,
0.13,0.73,0.36,1.98,-0.073,0.055,0.009,,
0.1308,0.23,0.87,1.49,-0.083,0.038,0.002,,
0.1317,-0.3,0.57,1.48,-0.065,0.02,-0.006,,
0.1325,-0.45,-0.09,1.63,-0.031,0.015,-0.011,,
0.1333,-0.49,-0.67,0.85,-0.008,0.031,-0.014,,
0.1342,-0.01,-0.86,0.13,-0.009,0.052,-0.013,,
0.135,0.39,-0.44,-0.07,-0.031,0.07,-0.006,,
0.1358,0.46,0.29,0.23,-0.059,0.076,-0.01,,
0.1367,0.4,0.77,0.61,-0.081,0.075,-0.009,,
0.1375,0.18,0.83,0.9,-0.093,0.07,-0.01,,
0.1383,-0.08,0.89,1.05,-0.09,0.066,-0.014,,
0.1392,-0.26,0.77,0.96,-0.073,0.061,-0.014,,
0.14,-0.32,0.18,0.89,-0.042,0.053,-0.016,,
0.1408,-0.08,-0.47,0.34,-0.017,0.045,-0.016,,
0.1417,-0.02,-0.78,-0.26,-0.014,0.029,-0.01,,
0.1425,-0.19,-0.48,-0.16,-0.025,0.014,-0.009,,
0.1433,-0.38,0.14,0.13,-0.044,0.01,-0.007,,
0.1442,-0.53,0.55,0.32,-0.06,0.011,-0.006,,
0.145,-0.44,0.67,0.65,-0.066,0.022,-0.008,,
0.1458,-0.32,0.71,0.83,-0.068,0.033,-0.007,,
0.1467,-0.22,0.63,0.69,-0.068,0.037,-0.006,,
0.1475,-0.05,0.46,0.41,-0.066,0.035,-0.01,,
0.1483,0.11,0.05,0.12,-0.056,0.032,-0.01,,
0.1492,0.06,-0.15,-0.05,-0.045,0.029,-0.008,,
0.15,0.08,-0.19,0.38,-0.035,0.032,-0.007,,
0.1508,0.09,-0.03,0.81,-0.034,0.033,-0.009,,
0.1517,0.06,0.2,0.97,-0.042,0.031,-0.006,,
0.1525,0.07,0.46,0.92,-0.054,0.025,-0.006,,
0.1533,0.11,0.48,1.03,-0.054,0.019,-0.008,,
0.1542,0.14,0.25,0.84,-0.047,0.008,-0.004,,
0.155,0.01,-0.04,0.52,-0.038,-0.002,-0.007,,
0.1558,-0.02,-0.25,0.51,-0.027,-0.005,-0.007,,
0.1567,0,-0.3,0.38,-0.021,-0.003,-0.002,,
0.1575,0.26,-0.27,0.59,-0.024,0,0,,
0.1583,0.43,0.07,0.7,-0.04,-0.007,0.003,,
0.1592,0.12,0.33,0.72,-0.056,-0.021,0.003,,
0.16,-0.09,0.43,0.92,-0.06,-0.028,0.001,,
0.1608,-0.1,0.3,1.11,-0.053,-0.028,0,,
0.1617,-0.07,0.06,1.05,-0.043,-0.024,0.002,,
0.1625,0.08,-0.09,1,-0.036,-0.019,0,,
0.1633,0.23,-0.19,1.05,-0.034,-0.017,0,,
0.1642,0.14,-0.13,0.99,-0.034,-0.024,-0.003,,
0.165,-0.03,0,0.99,-0.036,-0.034,-0.006,,
0.1658,-0.27,0.12,0.88,-0.034,-0.043,-0.005,,
0.1667,-0.15,-0.06,0.99,-0.025,-0.044,-0.003,,
0.1675,-0.11,-0.31,1.02,-0.009,-0.043,-0.002,,
0.1683,-0.1,-0.49,0.65,-0.005,-0.039,-0.004,,
0.1692,0.01,-0.32,-0.05,-0.016,-0.036,-0.003,,
0.17,0.14,-0.19,-0.39,-0.03,-0.033,-0.001,,
0.1708,0.19,-0.14,0.06,-0.038,-0.03,-0.005,,
0.1717,0.02,-0.06,0.51,-0.045,-0.027,-0.008,,
0.1725,-0.22,0.1,1.06,-0.059,-0.027,-0.013,,
0.1733,-0.42,0.39,1.33,-0.074,-0.029,-0.013,,
0.1742,-0.29,0.76,0.83,-0.084,-0.03,-0.011,,
0.175,-0.16,0.74,0.4,-0.078,-0.03,-0.005,,
0.1758,-0.23,0.33,0.46,-0.058,-0.028,-0.007,,
0.1767,-0.19,-0.19,0.42,-0.041,-0.025,-0.005,,
0.1775,-0.06,-0.46,0.2,-0.033,-0.014,-0.01,,
0.1783,-0.05,-0.38,-0.19,-0.041,-0.007,-0.006,,
0.1792,0.18,-0.11,0.04,-0.047,0.003,-0.003,,
0.18,0.26,0.12,0.23,-0.055,0.012,-0.005,,
0.1808,0.19,0.21,0.18,-0.067,0.013,-0.001,,
0.1817,-0.05,0.49,0.21,-0.076,0.009,-0.003,,
0.1825,-0.18,0.61,0,-0.079,-0.003,-0.002,,
0.1833,-0.27,0.45,-0.03,-0.071,-0.012,0.003,,
0.1842,-0.31,0.2,-0.17,-0.062,-0.014,0.002,,
0.185,-0.24,-0.11,-0.22,-0.059,-0.004,0,,
0.1858,-0.11,-0.17,0.08,-0.061,0.012,0.001,,
0.1867,0.04,-0.01,0.59,-0.061,0.032,-0.005,,
0.1875,0.28,0.15,0.79,-0.066,0.051,-0.005,,
0.1883,0.35,0.39,0.7,-0.066,0.061,-0.003,,
0.1892,0.04,0.52,0.19,-0.056,0.047,-0.001,,
0.19,-0.31,0.03,0.4,-0.033,0.031,0.003,,
0.1908,-0.41,-0.56,0.51,-0.039,0.02,0,,
0.1917,-0.25,-0.48,0.42,-0.077,0.029,-0.012,,
0.1925,0.18,0.24,0.3,-0.115,0.051,-0.012,,
0.1933,0.18,1.11,0.44,-0.13,0.059,-0.007,,
0.1942,0.12,1.33,0.79,-0.115,0.06,-0.002,,
0.195,0.02,0.83,1.19,-0.088,0.061,0.002,,
0.1958,-0.08,0.36,1.31,-0.067,0.056,0.002,,
0.1967,-0.11,0.11,0.9,-0.058,0.051,-0.005,,
0.1975,0.17,-0.17,0.39,-0.049,0.047,-0.002,,
0.1983,0.07,-0.36,0.04,-0.051,0.038,-0.007,,
0.1992,-0.08,-0.29,0.51,-0.052,0.036,-0.009,,
0.2,-0.15,-0.1,1.31,-0.055,0.042,-0.004,,
0.2008,-0.01,0.05,1.91,-0.058,0.052,-0.003,,
0.2017,0.33,0.21,1.62,-0.071,0.069,-0.004,,
0.2025,0.47,0.56,0.37,-0.08,0.07,-0.003,,
0.2033,0.47,0.72,-0.37,-0.073,0.054,0.001,,
0.2042,-0.04,0.29,-0.99,-0.054,0.016,-0.002,,
0.205,-0.82,-0.39,-1.12,-0.034,-0.025,-0.005,,
0.2058,-1.05,-0.86,-0.66,-0.037,-0.036,-0.008,,
0.2067,-0.81,-0.57,-0.11,-0.057,-0.02,-0.01,,
0.2075,-0.11,0.17,0.66,-0.08,0.013,-0.004,,
0.2083,0.45,0.8,0.74,-0.096,0.039,-0.002,,
0.2092,0.44,0.76,0.6,-0.09,0.042,0.004,,
0.21,0.33,0.16,0.61,-0.074,0.032,0.002,,
0.2108,0.13,-0.25,0.34,-0.054,0.013,0.001,,
0.2117,-0.12,-0.64,0.23,-0.038,-0.007,0.001,,
0.2125,-0.25,-0.56,0.42,-0.038,-0.018,0.001,,
0.2133,-0.04,-0.17,0.61,-0.057,-0.013,0.008,,
0.2142,0.24,0.42,0.83,-0.083,-0.003,0.01,,
0.215,0.59,0.74,1.09,-0.098,0.01,0.012,,
0.2158,0.75,0.7,1.07,-0.098,0.013,0.009,,
0.2167,0.55,0.48,0.93,-0.084,0.001,0.004,,
0.2175,0.21,0.03,0.84,-0.056,-0.018,0.002,,
0.2183,-0.1,-0.54,0.73,-0.029,-0.038,0,,
0.2192,-0.03,-0.9,0.38,-0.014,-0.046,0,,
0.22,0.07,-0.71,-0.09,-0.021,-0.043,0.003,,
0.2208,0.21,-0.24,-0.03,-0.037,-0.03,0.006,,
0.2217,0.48,0.21,0.23,-0.054,-0.009,0.006,,
0.2225,0.65,0.28,0.37,-0.058,0.006,0.008,,
0.2233,0.63,0.09,0.57,-0.058,0.014,0.006,,
0.2242,0.42,0.11,0.58,-0.062,0.006,0.003,,
0.225,0.01,0.23,0.53,-0.071,-0.011,0.001,,
0.2258,-0.09,0.13,0.98,-0.074,-0.025,0,,
0.2267,-0.18,0.13,1.31,-0.077,-0.035,-0.001,,
0.2275,-0.2,0.18,1.52,-0.073,-0.035,-0.002,,
0.2283,-0.16,0.23,1.68,-0.072,-0.03,-0.006,,
0.2292,-0.51,0.23,1.95,-0.064,-0.036,-0.012,,
0.23,-0.78,0.19,2.09,-0.056,-0.032,-0.013,,
0.2308,-0.63,0.34,1.58,-0.054,-0.01,-0.011,,
0.2317,-0.13,0.5,1.14,-0.058,0.026,-0.013,,
0.2325,0.54,0.25,0.6,-0.057,0.046,-0.015,,
0.2333,0.73,-0.13,-0.79,-0.056,0.039,-0.019,,
0.2342,0.09,-0.17,-1.41,-0.052,0.014,-0.016,,
0.235,-0.61,-0.14,-0.46,-0.052,-0.01,-0.016,,
0.2358,-0.71,0.3,0.13,-0.055,-0.019,-0.013,,
0.2367,-0.4,0.17,0.46,-0.047,-0.009,-0.007,,
0.2375,-0.19,0.31,0.74,-0.047,-0.009,-0.01,,
0.2383,-0.37,0.61,0.33,-0.053,-0.021,-0.005,,
0.2392,-0.64,0.4,0.04,-0.05,-0.041,-0.005,,
0.24,-0.56,-0.05,-0.15,-0.04,-0.052,-0.01,,
0.2408,-0.46,-0.47,-0.25,-0.027,-0.051,-0.005,,
0.2417,-0.5,-0.52,-0.09,-0.022,-0.045,-0.006,,
0.2425,-0.49,-0.13,0.47,-0.037,-0.033,-0.007,,
0.2433,-0.32,0.54,0.8,-0.068,-0.017,-0.003,,
0.2442,-0.06,0.95,0.84,-0.09,-0.001,-0.001,,
0.245,0.23,0.9,1.11,-0.092,0.009,-0.004,,
0.2458,0.2,0.73,1.21,-0.082,0.006,-0.004,,
0.2467,0.04,0.39,1.08,-0.065,-0.008,-0.008,,
0.2475,-0.21,0.16,0.82,-0.05,-0.028,-0.011,,
0.2483,-0.39,-0.26,0.69,-0.033,-0.045,-0.008,,
0.2492,-0.51,-0.32,0.21,-0.026,-0.058,-0.008,,
0.25,-0.38,-0.19,0.31,-0.023,-0.051,-0.003,,
0.2508,-0.08,0.01,0.53,-0.025,-0.035,0,,
0.2517,0.36,0.09,0.64,-0.025,-0.015,0.004,,
0.2525,0.77,-0.17,0.62,-0.019,-0.003,0.007,,
0.2533,0.54,-0.28,0.38,-0.02,-0.02,0.005,,
0.2542,0.12,-0.2,0.33,-0.031,-0.047,0.003,,
0.255,-0.28,0.14,0.34,-0.05,-0.073,0.003,,
0.2558,-0.44,0.19,0.78,-0.054,-0.087,0.001,,
0.2567,-0.28,0.16,1.02,-0.047,-0.078,0.002,,
0.2575,-0.15,0.15,1.3,-0.036,-0.072,0.002,,
0.2583,-0.14,0,1.63,-0.022,-0.067,-0.001,,
0.2592,-0.17,-0.19,1.71,-0.016,-0.07,0.002,,
0.26,-0.22,-0.19,1.27,-0.018,-0.076,-0.001,,
0.2608,-0.08,-0.22,0.79,-0.023,-0.072,-0.006,,
0.2617,0.09,-0.24,0.63,-0.026,-0.066,-0.003,,
0.2625,-0.06,-0.13,0.66,-0.02,-0.064,-0.003,,
0.2633,-0.01,-0.32,0.87,-0.008,-0.056,-0.003,,
0.2642,0.02,-0.43,0.65,-0.01,-0.054,-0.005,,
0.265,-0.05,-0.21,0.52,-0.03,-0.052,-0.008,,
0.2658,-0.1,0.18,0.31,-0.048,-0.049,-0.009,,
0.2667,-0.03,0.42,0.39,-0.055,-0.045,-0.006,,
0.2675,0.08,0.21,0.52,-0.05,-0.039,-0.008,,
0.2683,0.03,-0.06,0.7,-0.048,-0.037,-0.01,,
0.2692,-0.22,0.09,0.42,-0.052,-0.042,-0.007,,
0.27,-0.31,0.34,0.28,-0.046,-0.045,-0.005,,
0.2708,-0.43,0.09,0.23,-0.031,-0.042,-0.005,,
0.2717,-0.27,-0.29,0.44,-0.028,-0.032,-0.005,,
0.2725,-0.05,-0.35,0.54,-0.041,-0.019,-0.011,,
0.2733,-0.1,0.09,0.3,-0.058,-0.015,-0.005,,
0.2742,-0.1,0.49,0.18,-0.065,-0.014,0.001,,
0.275,-0.12,0.39,0.25,-0.063,-0.005,-0.002,,
0.2758,-0.14,0.2,0.26,-0.059,0.003,0.001,,
0.2767,0.01,0.23,0.26,-0.058,0.01,0.001,,
0.2775,0.04,0.26,0.27,-0.054,0.01,0,,
0.2783,-0.04,0.14,0.12,-0.045,0.004,0.004,,
0.2792,-0.15,0.03,-0.13,-0.04,-0.002,0.003,,
0.28,-0.33,-0.1,-0.2,-0.034,0.001,-0.001,,
0.2808,-0.29,-0.17,-0.18,-0.026,0.009,0.001,,
0.2817,-0.14,-0.14,-0.23,-0.022,0.021,0,,
0.2825,0,-0.26,-0.02,-0.025,0.033,0,,
0.2833,0.16,-0.29,0.3,-0.041,0.041,0.001,,
0.2842,0.2,0.09,0.5,-0.071,0.049,-0.001,,
0.285,0.16,0.56,0.68,-0.094,0.051,-0.003,,
0.2858,0.03,0.81,0.73,-0.097,0.052,-0.001,,
0.2867,-0.11,0.78,0.83,-0.091,0.053,-0.002,,
0.2875,-0.18,0.52,1.16,-0.078,0.057,-0.003,,
0.2883,-0.13,0.29,1.24,-0.073,0.062,-0.004,,
0.2892,-0.02,0.36,0.76,-0.072,0.066,-0.005,,
0.29,0.06,0.32,0.18,-0.062,0.061,-0.002,,
0.2908,0.13,0.03,0.09,-0.043,0.058,0.002,,
0.2917,0.12,-0.35,0.24,-0.028,0.056,0.001,,
0.2925,-0.02,-0.42,0.59,-0.033,0.056,0.001,,
0.2933,0.08,-0.2,0.95,-0.054,0.057,-0.001,,
0.2942,0.16,0.29,1,-0.081,0.059,0.001,,
0.295,0.36,0.77,1.1,-0.1,0.058,0.002,,
0.2958,0.38,0.76,1.22,-0.096,0.054,0.002,,
0.2967,0.16,0.42,1.31,-0.07,0.048,0.002,,
0.2975,-0.08,-0.02,0.79,-0.036,0.042,-0.002,,
0.2983,-0.05,-0.7,-0.07,0.001,0.038,-0.004,,
0.2992,0.01,-1.25,-0.65,0.026,0.035,-0.003,,
0.3,-0.08,-1.25,-0.75,0.031,0.033,-0.006,,
0.3008,-0.22,-0.72,-0.45,0.006,0.032,-0.003,,
0.3017,-0.15,0.01,-0.12,-0.035,0.038,0.002,,
0.3025,-0.01,0.69,0.49,-0.072,0.047,0.002,,
0.3033,0.17,1.05,1.01,-0.096,0.052,0.003,,
0.3042,0.17,0.99,1.18,-0.096,0.049,0.001,,
0.305,0.05,0.72,1.17,-0.085,0.034,0.002,,
0.3058,-0.13,0.23,1.41,-0.057,0.02,0.005,,
0.3067,-0.12,-0.27,1.17,-0.043,0.007,0.007,,
0.3075,0.26,-0.65,0.44,-0.034,0.01,0.009,,
0.3083,0.41,-0.51,0.5,-0.026,0.013,0.009,,
0.3092,0.42,-0.23,1.01,-0.02,0.015,0.011,,
0.31,0.43,-0.26,1.19,-0.02,0.013,0.013,,
0.3108,0.32,-0.31,0.75,-0.026,0.009,0.01,,
0.3117,0.09,-0.12,0.3,-0.034,0.007,0.008,,
0.3125,0.14,0.08,0.23,-0.04,0.018,0.009,,
0.3133,0.6,0.11,0.4,-0.049,0.028,0.008,,
0.3142,0.87,0,0.08,-0.057,0.029,0.005,,
0.315,0.63,0.04,-0.26,-0.06,0.015,0.004,,
0.3158,0.18,0.09,0.06,-0.058,0.005,0.003,,
0.3167,0.14,0.27,0.8,-0.057,0.008,0.004,,
0.3175,0.31,0.17,1.28,-0.05,0.024,0.011,,
0.3183,0.51,0.1,1.18,-0.045,0.04,0.01,,
0.3192,0.75,0.08,0.92,-0.041,0.049,0.011,,
0.32,0.64,0.06,0.69,-0.034,0.038,0.006,,
0.3208,0.44,-0.12,0.45,-0.019,0.018,0.001,,
0.3217,0.09,-0.71,0.78,-0.001,-0.002,-0.001,,
0.3225,-0.41,-0.86,0.94,-0.005,-0.017,-0.005,,
0.3233,-0.76,-0.27,1.08,-0.033,-0.014,-0.006,,
0.3242,-0.66,0.58,1.08,-0.061,0.004,-0.004,,
0.325,-0.19,0.89,1.27,-0.074,0.035,-0.002,,
0.3258,0.18,0.9,1.16,-0.073,0.056,-0.008,,
0.3267,0.21,0.72,0.98,-0.066,0.063,-0.009,,
0.3275,0.21,0.22,0.48,-0.056,0.063,-0.011,,
0.3283,0.15,-0.04,-0.12,-0.04,0.055,-0.013,,
0.3292,-0.04,-0.23,-0.19,-0.016,0.045,-0.01,,
0.33,-0.22,-0.41,-0.04,0.003,0.04,-0.01,,
0.3308,-0.08,-0.48,-0.15,0.011,0.037,-0.011,,
0.3317,-0.15,-0.36,-0.13,0.005,0.025,-0.009,,
0.3325,-0.5,-0.02,-0.15,-0.007,0.004,-0.011,,
0.3333,-0.7,0.15,0.1,-0.021,-0.012,-0.009,,
0.3342,-0.73,0.28,0.08,-0.034,-0.016,-0.006,,
0.335,-0.56,0.22,0.2,-0.04,-0.002,-0.004,,
0.3358,-0.2,0.28,0.34,-0.043,0.021,-0.003,,
0.3367,0.07,0.35,0.45,-0.046,0.038,-0.001,,
0.3375,0.21,0.39,0.35,-0.047,0.044,-0.002,,
0.3383,0.17,0.31,0.44,-0.048,0.041,-0.004,,
0.3392,-0.04,0.31,0.63,-0.045,0.033,-0.004,,
0.34,-0.06,0.16,0.97,-0.037,0.031,-0.004,,
0.3408,-0.02,0.09,1.08,-0.029,0.024,-0.005,,
0.3417,-0.02,-0.01,0.97,-0.021,0.017,-0.005,,
